Name,Year,Rating,Genre,Director,Cast,URL
Baby,2015,7.8,"Action, Crime, Thriller",Neeraj Pandey,Akshay Kumar,"https://m.media-amazon.com/images/M/MV5BYTdhNjBjZDctYTlkYy00ZGIxLWFjYTktODk5ZjNlMzI4NjI3XkEyXkFqcGdeQXVyMjY1MjkzMjE@._V1_UY67_CR0,0,45,67_AL_.jpg"
Baishe Srabon,2011,7.8,"Action, Crime, Drama",Srijit Mukherji,Prasenjit Chatterjee,"https://m.media-amazon.com/images/M/MV5BMzVmODczNmUtNWQzNy00ODVlLThjNWEtNWJkMmY4NWRkNzFkXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY67_CR2,0,45,67_AL_.jpg"
Border,1997,7.8,"Action, Drama, History",J.P. Dutta,Sunny Deol,"https://m.media-amazon.com/images/M/MV5BNWYwYmExOWQtYzNkOS00NWY5LWE4NTEtYTcwY2FiYmQ0OTg5XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY67_CR3,0,45,67_AL_.jpg"
Charlie,2015,7.8,"Adventure, Drama, Romance",Martin Prakkat,Dulquer Salmaan,"https://m.media-amazon.com/images/M/MV5BMmZhMzVlNzEtMjQ3ZS00ZGJlLTk4N2YtMDIyNDNmZThhMGVmXkEyXkFqcGdeQXVyMzIyNDI4NjU@._V1_UY67_CR0,0,45,67_AL_.jpg"
Deiva Thirumagal,2011,7.8,Drama,A.L. Vijay,Vikram,"https://m.media-amazon.com/images/M/MV5BZTAxNjUxN2ItYzZjYi00NjMyLTkwZWUtNGM2ZTIxMGRhOTgwXkEyXkFqcGdeQXVyOTk3NTc2MzE@._V1_UY67_CR4,0,45,67_AL_.jpg"
Dil Bechara,2020,7.8,"Comedy, Drama, Romance",Mukesh Chhabra,Sushant Singh Rajput,"https://m.media-amazon.com/images/M/MV5BNmI0MTliMTAtMmJhNC00NTJmLTllMzQtMDI3NzA1ODMyZWI1XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY67_CR4,0,45,67_AL_.jpg"
Dor,2006,7.8,Drama,Nagesh Kukunoor,Ayesha Takia,"https://m.media-amazon.com/images/M/MV5BYTk3NTVhNjktYTg0OC00ODk1LWE4MjUtMDhkNTY3MTMyMTc0XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY67_CR0,0,45,67_AL_.jpg"
English Vinglish,2012,7.8,"Comedy, Drama, Family",Gauri Shinde,Sridevi,"https://m.media-amazon.com/images/M/MV5BMjQ5YWVmYmYtOWFiZC00NGMxLWEwODctZDM2MWI4YWViN2E5XkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_UY67_CR1,0,45,67_AL_.jpg"
Gangaajal,2003,7.8,"Action, Crime, Drama",Prakash Jha,Ajay Devgn,"https://m.media-amazon.com/images/M/MV5BYjRjOWViZTgtYjA4Ny00MWJiLTkxYzktMzdlOGRmMWYwOTdjXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY67_CR2,0,45,67_AL_.jpg"
Hindi Medium,2017,7.8,"Comedy, Drama",Saket Chaudhary,Irrfan Khan,"https://m.media-amazon.com/images/M/MV5BY2E4NWQ4ZjEtNThlOC00NThjLThmZjgtMWU0MDgzMmYwOGU3XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY67_CR0,0,45,67_AL_.jpg"
Jab We Met,2007,7.8,"Comedy, Drama, Romance",Imtiaz Ali,Shahid Kapoor,"https://m.media-amazon.com/images/M/MV5BYmIzYmY4MGItM2I4YS00OWZhLWFmMzQtYzI2MWY1MmM3NGU1XkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_UY67_CR0,0,45,67_AL_.jpg"
Jalsaghar,1958,7.8,"Drama, Music",Satyajit Ray,Chhabi Biswas,"https://m.media-amazon.com/images/M/MV5BYjc5ZmI4MDktZDJjMi00YmYxLTgxODUtMjIxZjhmMjljODZkXkEyXkFqcGdeQXVyNTgyNTA4MjM@._V1_UX45_CR0,0,45,67_AL_.jpg"
Johnny Gaddaar,2007,7.8,"Crime, Drama, Mystery",Sriram Raghavan,Dharmendra,"https://m.media-amazon.com/images/M/MV5BNDE4MmU1YTktMzY1OS00NWQ4LWExZmYtZjI3MzJjNGIxZTcxXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY67_CR0,0,45,67_AL_.jpg"
Joseph,2018,7.8,"Crime, Drama, Thriller",M. Padmakumar,Joju George,"https://m.media-amazon.com/images/M/MV5BODVmYzNmYzYtNTljZC00ODg3LWEzOTQtZjA5NmVhMTczOGE1XkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_UY67_CR0,0,45,67_AL_.jpg"
Kaakha..Kaakha: The Police,2003,7.8,"Action, Crime, Drama",Gautham Vasudev Menon,Suriya,"https://m.media-amazon.com/images/M/MV5BODI1MWIxNDgtNGQ2ZC00ZWU2LTliNWEtNWM4YTI1MWYzODA0XkEyXkFqcGdeQXVyOTk3NTc2MzE@._V1_UY67_CR1,0,45,67_AL_.jpg"
Kal Ho Naa Ho,2003,7.8,"Comedy, Drama, Musical",Nikkhil Advani,Preity Zinta,"https://m.media-amazon.com/images/M/MV5BYmVjNDIxODAtNWZiZi00ZDBlLWJmOTUtNDNjMGExNTViMzE1XkEyXkFqcGdeQXVyNTE0MDc0NTM@._V1_UX45_CR0,0,45,67_AL_.jpg"
Karnan,2021,7.8,"Action, Drama",Mari Selvaraj,Dhanush,"https://m.media-amazon.com/images/M/MV5BZDBhZTQ0ZjYtMGU4OC00MzE2LWFmMDctMzljNjkxYjJmNmUxXkEyXkFqcGdeQXVyMTEzNzg0Mjkx._V1_UX45_CR0,0,45,67_AL_.jpg"
Kirik Party,2016,7.8,"Comedy, Drama",Rishab Shetty,Rakshit Shetty,"https://m.media-amazon.com/images/M/MV5BMjU4MDIyNjctMjRlNy00YmI0LThmNDAtNzhlZjgwMWJhOThiXkEyXkFqcGdeQXVyMzU0ODc1MTQ@._V1_UX45_CR0,0,45,67_AL_.jpg"
Lakshya,2004,7.8,"Action, Drama, Romance",Farhan Akhtar,Hrithik Roshan,"https://m.media-amazon.com/images/M/MV5BY2Y0NjY5ZTctZWMzNC00MDQ4LTkyMWUtOGZkMzk4NWNhYWI5XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY67_CR0,0,45,67_AL_.jpg"
M.S. Dhoni: The Untold Story,2016,7.8,"Biography, Drama, Sport",Neeraj Pandey,Sushant Singh Rajput,"https://m.media-amazon.com/images/M/MV5BZjAzZjZiMmQtMDZmOC00NjVmLTkyNTItOGI2Mzg4NTBhZTA1XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY67_CR0,0,45,67_AL_.jpg"
Malik,2021,7.8,"Action, Biography, Drama",Mahesh Narayanan,Fahadh Faasil,"https://m.media-amazon.com/images/M/MV5BNzJlOTYyMTAtZDRmZC00OTllLTgzNTUtYjFiOWYxMDQ1YTJiXkEyXkFqcGdeQXVyMTI1NDAzMzM0._V1_UY67_CR4,0,45,67_AL_.jpg"
Manjhi: The Mountain Man,2015,7.8,"Biography, Drama",Ketan Mehta,Nawazuddin Siddiqui,"https://m.media-amazon.com/images/M/MV5BODdlZTZlZTktNTYyZC00ODQ1LWE5MjYtYjc1YTQwODRlNzI5XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY67_CR0,0,45,67_AL_.jpg"
Memories,2013,7.8,"Mystery, Thriller",Jeethu Joseph,Prithviraj Sukumaran,"https://m.media-amazon.com/images/M/MV5BY2NlMWYyNjgtNTZmZC00MjkxLTk3NjEtMjc2ZWRhM2MyZjNiXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_UY67_CR2,0,45,67_AL_.jpg"
Mukkabaaz,2017,7.8,"Action, Drama, Sport",Anurag Kashyap,Vineet Kumar Singh,"https://m.media-amazon.com/images/M/MV5BYjQ2YmFmNDgtMzBkNC00ZmVmLTkyNTEtMzFkMmEyMjJhZDdhXkEyXkFqcGdeQXVyMzQ5Njc3NzU@._V1_UY67_CR0,0,45,67_AL_.jpg"
Padman,2018,7.8,"Biography, Comedy, Drama",R. Balki,Akshay Kumar,"https://m.media-amazon.com/images/M/MV5BODViYjQ0YTktMTM5NS00YTVkLWE5MmUtNGY1MzUwOGY0OTg2XkEyXkFqcGdeQXVyNjg5NzkxNTU@._V1_UY67_CR0,0,45,67_AL_.jpg"
Pizza,2012,7.8,"Horror, Thriller",Karthik Subbaraj,Vijay Sethupathi,"https://m.media-amazon.com/images/M/MV5BNDc3MTM0ZDItZjcwMy00MmI5LTlhMTctYmQ4NjM1MDM5MTRlXkEyXkFqcGdeQXVyODk1MzE5NDA@._V1_UY67_CR4,0,45,67_AL_.jpg"
Pranchiyettan and the Saint,2010,7.8,"Comedy, Drama",Ranjith,Jesse Fox Allen,"https://m.media-amazon.com/images/M/MV5BMDg3ZjUxMDMtNmM2OC00MzNlLWEyMTgtMTI1Njk0OTdkMjZkXkEyXkFqcGdeQXVyNTI0NzYwMzE@._V1_UX45_CR0,0,45,67_AL_.jpg"
Salaam Bombay!,1988,7.8,"Crime, Drama",Mira Nair,Shafiq Syed,"https://m.media-amazon.com/images/M/MV5BMWFlMjRhZmUtNzBjNC00NTdjLTlkNjItNWZmODdhODg4ZTlhXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_UX45_CR0,0,45,67_AL_.jpg"
Ship of Theseus,2012,7.8,Drama,Anand Gandhi,Aydah El-Kashef,"https://m.media-amazon.com/images/M/MV5BMTU5Njc1NjkxMl5BMl5BanBnXkFtZTgwNTkzNTQwMDE@._V1_UY67_CR0,0,45,67_AL_.jpg"
Super 30,2019,7.8,"Biography, Drama",Vikas Bahl,Hrithik Roshan,"https://m.media-amazon.com/images/M/MV5BMWQzM2Y0ZDQtYjA1MS00YmUzLWFiMGQtZTliZWM1MWRiNDZhXkEyXkFqcGdeQXVyNTE2MzU4OTA@._V1_UY67_CR11,0,45,67_AL_.jpg"
Take Off,2017,7.8,"Action, Drama, Thriller",Mahesh Narayanan,Parvathy Thiruvothu,"https://m.media-amazon.com/images/M/MV5BNjY4ZjgzNGMtZjg2OC00ODM2LTlmMzktNWNiNTNiYjQzOThiXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_UY67_CR0,0,45,67_AL_.jpg"
Vedam,2010,7.8,"Action, Drama",Radha Krishna Jagarlamudi,Manoj Kumar Manchu,"https://m.media-amazon.com/images/M/MV5BNmFmMTJiZGMtYWRjMC00ZDljLWJkZGUtYmRmMGJlYmI5MTI3XkEyXkFqcGdeQXVyNjQ3ODkxMjE@._V1_UX45_CR0,0,45,67_AL_.jpg"
Vinnaithaandi Varuvaayaa,2010,7.8,"Drama, Romance",Gautham Vasudev Menon,Silambarasan Rajendar,"https://m.media-amazon.com/images/M/MV5BMWNlMTA5NmUtNjRiYy00OWVhLTgwZDctOWY3YWY2ZDkwMWQ1XkEyXkFqcGdeQXVyODE0NjUxNzY@._V1_UX45_CR0,0,45,67_AL_.jpg"
Aadukalam,2011,7.9,"Action, Drama, Sport",Vetrimaaran,Dhanush,"https://m.media-amazon.com/images/M/MV5BMjYwYTVjNWYtMzM2MC00NTAwLWI2MDMtZjZmOTI3ZDQ2MThhXkEyXkFqcGdeQXVyMTEzNzg0Mjkx._V1_UY67_CR0,0,45,67_AL_.jpg"
Andaz Apna Apna,1994,7.9,"Action, Comedy, Romance",Rajkumar Santoshi,Aamir Khan,"https://m.media-amazon.com/images/M/MV5BZjA4NmE0NjgtZDg0ZS00Y2U0LWFjNjQtNzhhZWMxODk4Y2MwXkEyXkFqcGdeQXVyNDAzNDk0MTQ@._V1_UY67_CR0,0,45,67_AL_.jpg"
Android Kunjappan Version 5.25,2019,7.9,"Comedy, Drama, Sci-Fi",Ratheesh Balakrishnan Poduval,Soubin Shahir,"https://m.media-amazon.com/images/M/MV5BMzI2ZDJjYTYtNTI0MC00ZTY1LWJkNzYtMmU2OTk1MWJhYzQzXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_UX45_CR0,0,45,67_AL_.jpg"
Athadu,2005,7.9,"Crime, Drama, Mystery",Trivikram Srinivas,Mahesh Babu,"https://m.media-amazon.com/images/M/MV5BMDU4MDQ3YWItY2ViMy00NTM5LTg0NjQtMWIxN2ExZmU0ZTE0XkEyXkFqcGdeQXVyMjMyNjkwMTY@._V1_UY67_CR2,0,45,67_AL_.jpg"
Badhaai ho,2018,7.9,"Comedy, Drama",Amit Ravindernath Sharma,Ayushmann Khurrana,"https://m.media-amazon.com/images/M/MV5BNjZlMDdmN2YtYThmZi00NGQzLTk0ZTQtNTUyZDFmODExOGNiXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY67_CR0,0,45,67_AL_.jpg"
Company,2002,7.9,"Action, Crime, Drama",Ram Gopal Varma,Ajay Devgn,"https://m.media-amazon.com/images/M/MV5BMTQwMjFmMDItYzdjNC00NzFkLTg2MzctYzQ3ZmI0MWVlMDMwXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY67_CR0,0,45,67_AL_.jpg"
Deewaar,1975,7.9,"Action, Crime, Drama",Yash Chopra,Amitabh Bachchan,"https://m.media-amazon.com/images/M/MV5BMTU2NTYyOTA3NV5BMl5BanBnXkFtZTcwMDMyNjEzMQ@@._V1_UY67_CR0,0,45,67_AL_.jpg"
Dev.D,2009,7.9,"Comedy, Drama, Romance",Anurag Kashyap,Abhay Deol,"https://m.media-amazon.com/images/M/MV5BYjU1NjczNzYtYmFjOC00NzkxLTg4YTUtNGYzMTk3NTU0ZDE3XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY67_CR0,0,45,67_AL_.jpg"
Dilwale Dulhania Le Jayenge,1995,7.9,"Drama, Romance",Aditya Chopra,Shah Rukh Khan,"https://m.media-amazon.com/images/M/MV5BMDQ2ZmE2NTMtZDE3NC00YzFjLWJhNmEtMDEzMTI5ZjU2ZGM0XkEyXkFqcGdeQXVyNTkzNDQ4ODc@._V1_UY67_CR2,0,45,67_AL_.jpg"
Evaru,2019,7.9,"Crime, Drama, Mystery",Venkat Ramji,Adivi Sesh,"https://m.media-amazon.com/images/M/MV5BYmNjMTE0ZjctYTc5MS00M2NmLThmNmItYmFlYWY1MmYzZWE4XkEyXkFqcGdeQXVyNDUyMzYyNDc@._V1_UY67_CR1,0,45,67_AL_.jpg"
Gulaal,2009,7.9,"Crime, Drama, Thriller",Anurag Kashyap,Kay Kay Menon,"https://m.media-amazon.com/images/M/MV5BYTMxYjEwYjctMjg4Ni00N2UyLThkNDEtNTY4ODExNmIzYjE5XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY67_CR1,0,45,67_AL_.jpg"
Gully Boy,2019,7.9,"Drama, Music, Romance",Zoya Akhtar,Ranveer Singh,"https://m.media-amazon.com/images/M/MV5BZDkzMTQ1YTMtMWY4Ny00MzExLTkzYzEtNzZhOTczNzU2NTU1XkEyXkFqcGdeQXVyODY3NjMyMDU@._V1_UY67_CR3,0,45,67_AL_.jpg"
Haider,2014,7.9,"Action, Crime, Drama",Vishal Bhardwaj,Shahid Kapoor,"https://m.media-amazon.com/images/M/MV5BMjA1NTEwMDMxMF5BMl5BanBnXkFtZTgwODkzMzI0MjE@._V1_UY67_CR0,0,45,67_AL_.jpg"
Indian,1996,7.9,"Action, Drama, Thriller",S. Shankar,Kamal Haasan,"https://m.media-amazon.com/images/M/MV5BY2QxMzQyNzQtZGQzMS00MWViLWJiYjgtNTJmMWViOWM3OTc4XkEyXkFqcGdeQXVyODEzOTQwNTY@._V1_UY67_CR1,0,45,67_AL_.jpg"
Kshanam,2016,7.9,"Mystery, Thriller",Ravikanth Perepu,Adivi Sesh,"https://m.media-amazon.com/images/M/MV5BZTU0NjRjN2EtYzc0Yy00ZDk2LThiZjEtNDg5NGEzMDRhMzJhXkEyXkFqcGdeQXVyNTM2NTg3Nzg@._V1_UX45_CR0,0,45,67_AL_.jpg"
Maanaadu,2021,7.9,"Action, Adventure, Sci-Fi",Venkat Prabhu,Silambarasan Rajendar,"https://m.media-amazon.com/images/M/MV5BNDA4ZGE2ZGQtNTc0ZC00YWU4LTljYzMtYTY3NWRlYWRhYTUzXkEyXkFqcGdeQXVyMTEzNzg0Mjkx._V1_UY67_CR3,0,45,67_AL_.jpg"
Maanagaram,2017,7.9,"Action, Thriller",Lokesh Kanagaraj,Sundeep Kishan,"https://m.media-amazon.com/images/M/MV5BODY5OTJiNGUtNzgyMy00ZTQ5LWIyYzctMWQ0ZGM4ZjRiM2E0XkEyXkFqcGdeQXVyODIwMDI1NjM@._V1_UY67_CR0,0,45,67_AL_.jpg"
Maqbool,2003,7.9,"Crime, Drama, Thriller",Vishal Bhardwaj,Irrfan Khan,"https://m.media-amazon.com/images/M/MV5BMTE2NjYzOWUtMDgyZS00NGY3LTk5ZDctODMxNGYyNjUyODIwXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY67_CR1,0,45,67_AL_.jpg"
Mughal-E-Azam,1960,7.9,"Drama, Romance, War",K. Asif,Prithviraj Kapoor,"https://m.media-amazon.com/images/M/MV5BMmM2YWQ3MzctOTk1NS00NThhLWExY2MtYjQzZGRmZTFiYWY3XkEyXkFqcGdeQXVyMjUxMTY3ODM@._V1_UY67_CR2,0,45,67_AL_.jpg"
My Name Is Khan,2010,7.9,"Drama, Romance",Karan Johar,Shah Rukh Khan,"https://m.media-amazon.com/images/M/MV5BMTUyMTA4NDYzMV5BMl5BanBnXkFtZTcwMjk5MzcxMw@@._V1_UY67_CR0,0,45,67_AL_.jpg"
Naduvula Konjam Pakkatha Kaanom,2012,7.9,"Comedy, Drama",Balaji Tharaneetharan,Vijay Sethupathi,"https://m.media-amazon.com/images/M/MV5BYTI1MTMzMmQtMDA5Ni00OTM0LWFiNTAtZTgwZWU3NDJiMDEyXkEyXkFqcGdeQXVyODk1MzE5NDA@._V1_UX45_CR0,0,45,67_AL_.jpg"
Nayattu,2021,7.9,"Crime, Thriller",Martin Prakkat,Kunchacko Boban,"https://m.media-amazon.com/images/M/MV5BOTdhMWQ5YTYtNTNkMy00NGIzLWE2NjItYjhkYjQwMjljMDU1XkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_UY67_CR0,0,45,67_AL_.jpg"
Padayappa,1999,7.9,"Action, Comedy, Drama",K.S. Ravikumar,Shivaji Ganesan,"https://m.media-amazon.com/images/M/MV5BMDA4ZGIwMGYtMmM0MC00ZjA1LWJlNzktNGIxYTgxMzdiMjViXkEyXkFqcGdeQXVyMTEzNzg0Mjkx._V1_UY67_CR2,0,45,67_AL_.jpg"
Padosan,1968,7.9,"Comedy, Musical, Romance",Jyoti Swaroop,Sunil Dutt,"https://m.media-amazon.com/images/M/MV5BOTgxNDk4YjgtMjE3OC00MWE0LTgyZWYtM2I1ZTQwYjk4NDYyXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UX45_CR0,0,45,67_AL_.jpg"
Pelli Choopulu,2016,7.9,"Comedy, Drama, Romance",Tharun Bhascker Dhaassyam,Abhay Bethiganti,"https://m.media-amazon.com/images/M/MV5BN2M0ODhlNzAtYTNjMy00MjE0LWI3YjEtYTRmMjAwNmFlOTNlXkEyXkFqcGdeQXVyNjY1MTg4Mzc@._V1_UY67_CR1,0,45,67_AL_.jpg"
Rangasthalam,2018,7.9,"Action, Drama",Sukumar,Ram Charan,"https://m.media-amazon.com/images/M/MV5BMjQ1MjFkN2EtOTU4NS00NDkzLThhNzItODkzYWNjZDMxZjE0XkEyXkFqcGdeQXVyNTgxODY5ODI@._V1_UY67_CR1,0,45,67_AL_.jpg"
Special Chabbis,2013,7.9,"Crime, Drama, Thriller",Neeraj Pandey,Akshay Kumar,"https://m.media-amazon.com/images/M/MV5BMTQ1NDI5MjMzNF5BMl5BanBnXkFtZTcwMTc0MDQwOQ@@._V1_UY67_CR0,0,45,67_AL_.jpg"
Thadam,2019,7.9,"Crime, Drama, Mystery",Magizh Thirumeni,Arun Vijay,"https://m.media-amazon.com/images/M/MV5BZGMyNjFjYWItYzMwZi00ZDJmLWFlYTMtMGVjNWEyYWRkZGE2XkEyXkFqcGdeQXVyOTk3NTc2MzE@._V1_UX45_CR0,0,45,67_AL_.jpg"
