Name,Year,Rating,Genre,Director,Cast,URL
Chupke Chupke,1975,8.1,"Comedy, Drama, Romance",Hrishikesh Mukherjee,Dharmendra,"https://m.media-amazon.com/images/M/MV5BMjAzMjMzMzU2N15BMl5BanBnXkFtZTgwMDkxOTE3NDE@._V1_UY67_CR2,0,45,67_AL_.jpg"
Devasuram,1993,8.1,"Action, Drama, Thriller",I.V. Sasi,Mohanlal,"https://m.media-amazon.com/images/M/MV5BNzY5ZTA3YWItMjYxZi00ZWFlLWEwN2ItZDBhMTFjNjYzNGM4XkEyXkFqcGdeQXVyMTEzNzg0Mjkx._V1_UY67_CR2,0,45,67_AL_.jpg"
Dhuruvangal Pathinaaru,2016,8.1,"Crime, Drama, Mystery",Karthick Naren,Rahman,"https://m.media-amazon.com/images/M/MV5BN2Y3ZTE4MzAtZTk3Zi00ZjJjLWJkMDgtOTRkZGRiYmU4YjA0XkEyXkFqcGdeQXVyODIwMDI1NjM@._V1_UX45_CR0,0,45,67_AL_.jpg"
Drishyam,2013,8.1,"Crime, Drama, Thriller",Jeethu Joseph,Mohanlal,"https://m.media-amazon.com/images/M/MV5BYmY3MzYwMGUtOWMxYS00OGVhLWFjNmUtYzlkNGVmY2ZkMjA3XkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY67_CR3,0,45,67_AL_.jpg"
Drishyam,2015,8.1,"Crime, Drama, Mystery",Nishikant Kamat,Ajay Devgn,"https://m.media-amazon.com/images/M/MV5BYmJhZmJlYTItZmZlNy00MGY0LTg0ZGMtNWFkYWU5NTA1YTNhXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY67_CR0,0,45,67_AL_.jpg"
Gangs of Wasseypur,2012,8.1,"Action, Comedy, Crime",Anurag Kashyap,Manoj Bajpayee,"https://m.media-amazon.com/images/M/MV5BMTc5NjY4MjUwNF5BMl5BanBnXkFtZTgwODM3NzM5MzE@._V1_UY67_CR0,0,45,67_AL_.jpg"
Guide,1965,8.1,"Drama, Musical, Romance",Vijay Anand,Dev Anand,"https://m.media-amazon.com/images/M/MV5BOTM4ZjhiNGItMzE2My00YjM0LWE5ZTEtYTA5NDMzZDJlOWQ3XkEyXkFqcGdeQXVyODMyODMxNDY@._V1_UY67_CR1,0,45,67_AL_.jpg"
Iruvar,1997,8.1,"Biography, Drama",Mani Ratnam,Mohanlal,"https://m.media-amazon.com/images/M/MV5BZDg5MGJjM2EtZWVmYS00MDNkLTg1MDQtOGU3MmIzNjg2Mjk4XkEyXkFqcGdeQXVyNjE1OTQ0NjA@._V1_UY67_CR1,0,45,67_AL_.jpg"
Jo Jeeta Wohi Sikandar,1992,8.1,"Comedy, Drama, Romance",Mansoor Khan,Aamir Khan,"https://m.media-amazon.com/images/M/MV5BNTU1ZjQwNDAtZDAwMC00OTcyLTg4MDUtOTUwYTU4N2M4YTgxXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY67_CR2,0,45,67_AL_.jpg"
Kannathil Muthamittal,2002,8.1,"Action, Drama, War",Mani Ratnam,Madhavan,"https://m.media-amazon.com/images/M/MV5BMTQ0YmIzOGQtNGMwNS00ODE0LTg3NjAtY2UxYzU0ODdjZTIwXkEyXkFqcGdeQXVyOTk3NTc2MzE@._V1_UX45_CR0,0,45,67_AL_.jpg"
Mahanati,2018,8.1,"Biography, Drama",Nag Ashwin,Keerthy Suresh,"https://m.media-amazon.com/images/M/MV5BMmNkN2ZkODgtZTU1Zi00MDg3LWE1MGQtM2ZmY2Y3ODcwZmE5XkEyXkFqcGdeQXVyNTgxODY5ODI@._V1_UX45_CR0,0,45,67_AL_.jpg"
Mudhalvan,1999,8.1,"Action, Drama, Thriller",S. Shankar,Arjun Sarja,"https://m.media-amazon.com/images/M/MV5BN2JiOGI2ODMtNGFiMy00NjZjLThmODMtZTEzZDkwNjdhZTk3XkEyXkFqcGdeQXVyODE0NjUxNzY@._V1_UY67_CR1,0,45,67_AL_.jpg"
Paan Singh Tomar,2012,8.1,"Action, Biography, Crime",Tigmanshu Dhulia,Irrfan Khan,"https://m.media-amazon.com/images/M/MV5BNTgwODM5OTMzN15BMl5BanBnXkFtZTcwMTA3NzI1Nw@@._V1_UY67_CR0,0,45,67_AL_.jpg"
Papanasam,2015,8.1,"Drama, Thriller",Jeethu Joseph,Kamal Haasan,"https://m.media-amazon.com/images/M/MV5BYzJkMDlhZmItZTIxNC00NmQ5LTg4ZTEtZWI2MDQ1N2E3YWExXkEyXkFqcGdeQXVyODEzOTQwNTY@._V1_UX45_CR0,0,45,67_AL_.jpg"
Peranbu,2018,8.1,Drama,Ram,Mammootty,"https://m.media-amazon.com/images/M/MV5BZDU1OGNiMzAtYjRkYS00NDBiLWFlZGQtZTBmZDk4M2M2MGI2XkEyXkFqcGdeQXVyMTEzNzg0Mjkx._V1_UX45_CR0,0,45,67_AL_.jpg"
PK,2014,8.1,"Comedy, Drama, Sci-Fi",Rajkumar Hirani,Aamir Khan,"https://m.media-amazon.com/images/M/MV5BMTYzOTE2NjkxN15BMl5BanBnXkFtZTgwMDgzMTg0MzE@._V1_UY67_CR0,0,45,67_AL_.jpg"
Premam,2015,8.1,"Comedy, Drama, Romance",Alphonse Puthren,Nivin Pauly,"https://m.media-amazon.com/images/M/MV5BMzJhNjMyOGMtYjhiYy00ZTAwLThmZWUtZmE5NzI3OTk4Y2M4XkEyXkFqcGdeQXVyMzQ5Njc3NzU@._V1_UY67_CR2,0,45,67_AL_.jpg"
Pudhu Pettai,2006,8.1,"Action, Crime, Drama",K. Selvaraghavan,Dhanush,"https://m.media-amazon.com/images/M/MV5BZGVlYjYyYTMtYTE3OS00Yzg2LWE3MjgtMDAwMTJjNGM4MjM3XkEyXkFqcGdeQXVyODE0NjUxNzY@._V1_UY67_CR11,0,45,67_AL_.jpg"
Pyaasa,1957,8.1,"Drama, Musical, Romance",Guru Dutt,Guru Dutt,"https://m.media-amazon.com/images/M/MV5BZWJiNDk4NjgtYTczYi00MjNkLWI5OTItYTcxN2EwNjNiNDIyXkEyXkFqcGdeQXVyMTMzMTQ1Mjcw._V1_UY67_CR4,0,45,67_AL_.jpg"
Queen,2013,8.1,"Adventure, Comedy, Drama",Vikas Bahl,Kangana Ranaut,"https://m.media-amazon.com/images/M/MV5BNWYyOWRlOWItZWM5MS00ZjJkLWI0MTUtYTE3NTI5MDAwYjgyXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY67_CR0,0,45,67_AL_.jpg"
Ratsasan,2018,8.1,"Crime, Drama, Mystery",Ram Kumar,Vishnu Vishal,"https://m.media-amazon.com/images/M/MV5BMjU2NzIzMjYtMGE2ZS00YzgzLWE5MzgtZTFiYTlmOWNlYmJkXkEyXkFqcGdeQXVyODIwMDI1NjM@._V1_UY67_CR2,0,45,67_AL_.jpg"
Sairat,2016,8.1,"Drama, Romance",Nagraj Manjule,Rinku Rajguru,"https://m.media-amazon.com/images/M/MV5BMjBjNWYyY2UtOGNjZC00MTg4LWIwYWItYmZiNDI5MGUwNWRkXkEyXkFqcGdeQXVyNjI1NjA5NjE@._V1_UY67_CR0,0,45,67_AL_.jpg"
Satya,1998,8.1,"Action, Crime, Drama",Ram Gopal Varma,J.D. Chakravarthi,"https://m.media-amazon.com/images/M/MV5BMTMwMjk3MzA2OF5BMl5BanBnXkFtZTcwNjU2ODgzMQ@@._V1_UY67_CR1,0,45,67_AL_.jpg"
Shahid,2012,8.1,"Biography, Drama",Hansal Mehta,Rajkummar Rao,"https://m.media-amazon.com/images/M/MV5BMTYyMDE1NjQ1Nl5BMl5BanBnXkFtZTgwMDAyMTUzMDE@._V1_UY67_CR2,0,45,67_AL_.jpg"
Soodhu Kavvum,2013,8.1,"Comedy, Crime, Thriller",Nalan Kumarasamy,Vijay Sethupathi,"https://m.media-amazon.com/images/M/MV5BNzZiNGRlM2EtZWEwZC00MDg5LWEyYTctYjJkYmFjNzRiZmE1XkEyXkFqcGdeQXVyODk1MzE5NDA@._V1_UX45_CR0,0,45,67_AL_.jpg"
Spadikam,1995,8.1,"Action, Drama",Bhadran,Chippy,"https://m.media-amazon.com/images/M/MV5BN2I5NzUzYjQtZDRkNC00Yzc4LTk3ODItY2UzYWQwOWNiYjhhXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_UY67_CR3,0,45,67_AL_.jpg"
Super Deluxe,2019,8.1,"Comedy, Crime, Drama",Thiagarajan Kumararaja,Vijay Sethupathi,"https://m.media-amazon.com/images/M/MV5BMGYzNTRiZjEtNjcyYS00YTRlLThlY2EtYjcwZDJiYWU2N2E3XkEyXkFqcGdeQXVyOTk3NTc2MzE@._V1_UX45_CR0,0,45,67_AL_.jpg"
"Swades: We, the People",2004,8.1,"Drama, Musical",Ashutosh Gowariker,Shah Rukh Khan,"https://m.media-amazon.com/images/M/MV5BYzExOTcwNjYtZTljMC00YTQ2LWI2YjYtNWFlYzQ0YTJhNzJmXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_UY67_CR0,0,45,67_AL_.jpg"
Tumbbad,2018,8.1,"Drama, Fantasy, Horror",Rahi Anil Barve,Sohum Shah,"https://m.media-amazon.com/images/M/MV5BYmQxNmU4ZjgtYzE5Mi00ZDlhLTlhOTctMzJkNjk2ZGUyZGEwXkEyXkFqcGdeQXVyMzgxMDA0Nzk@._V1_UY67_CR1,0,45,67_AL_.jpg"
Vikram Vedha,2017,8.1,"Action, Crime, Drama",Gayatri,Madhavan,"https://m.media-amazon.com/images/M/MV5BY2FiMTFmMzMtZDI2ZC00NDQyLWExYTUtOWNmZWM1ZDg5YjVjXkEyXkFqcGdeQXVyODIwMDI1NjM@._V1_UX45_CR0,0,45,67_AL_.jpg"
Zindagi Na Milegi Dobara,2011,8.1,"Comedy, Drama, Musical",Zoya Akhtar,Hrithik Roshan,"https://m.media-amazon.com/images/M/MV5BZGFmMjM5OWMtZTRiNC00ODhlLThlYTItYTcyZDMyYmMyYjFjXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY67_CR0,0,45,67_AL_.jpg"
96,2018,8.2,"Drama, Romance",C. Prem Kumar,Vijay Sethupathi,"https://m.media-amazon.com/images/M/MV5BZTM1MGM3NjgtZjE4Mi00ZTNlLWI3ODAtNTViZjFmMDc3MjlhXkEyXkFqcGdeQXVyOTA3MTM0MTM@._V1_UY67_CR2,0,45,67_AL_.jpg"
Aparajito,1956,8.2,Drama,Satyajit Ray,Pinaki Sengupta,"https://m.media-amazon.com/images/M/MV5BNGZhZDAxODQtNjhhZi00MGEwLWE0OWItNjZjYzVlNmM1Nzk0XkEyXkFqcGdeQXVyNTgyNTA4MjM@._V1_UX45_CR0,0,45,67_AL_.jpg"
Asuran,2019,8.2,"Action, Drama",Vetrimaaran,Dhanush,"https://m.media-amazon.com/images/M/MV5BMTdmZDdhNDEtODk1NC00N2M2LWI5OTMtMzVkZWUzMDE4ZGE4XkEyXkFqcGdeQXVyOTk3NTc2MzE@._V1_UY67_CR2,0,45,67_AL_.jpg"
Drishyam 2,2021,8.2,"Crime, Drama, Thriller",Jeethu Joseph,Mohanlal,"https://m.media-amazon.com/images/M/MV5BM2RiZDVjYWEtZGNhYy00ZGU0LTgwZjMtZTJmNmMyNGQ5NGYyXkEyXkFqcGdeQXVyNjY1MTg4Mzc@._V1_UX45_CR0,0,45,67_AL_.jpg"
Jaane Bhi Do Yaaro,1983,8.2,"Comedy, Crime, Drama",Kundan Shah,Naseeruddin Shah,"https://m.media-amazon.com/images/M/MV5BMDE0Y2NhYjEtNWM3MS00MzFiLTlkODctYmViY2Q4OTczYWI2XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY67_CR3,0,45,67_AL_.jpg"
Kaithi,2019,8.2,"Action, Crime, Thriller",Lokesh Kanagaraj,Karthi,"https://m.media-amazon.com/images/M/MV5BMzNjMDhmYzEtM2YxOC00NzZjLThkODctZjI4M2UyOWIyOTZmXkEyXkFqcGdeQXVyNzcxMzI4Njk@._V1_UX45_CR0,0,45,67_AL_.jpg"
Khosla Ka Ghosla!,2006,8.2,"Comedy, Crime, Drama",Dibakar Banerjee,Anupam Kher,"https://m.media-amazon.com/images/M/MV5BZTg2YWFkOGMtYWExMy00YmFiLTk2YjctNTAzZDk5MjdhMzdlXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_UY67_CR1,0,45,67_AL_.jpg"
Natsamrat,2016,8.2,"Drama, Family",Mahesh Manjrekar,Nana Patekar,"https://m.media-amazon.com/images/M/MV5BYjkzZWIyZTctN2U3Ny00MDZlLTkzZTYtMTI2MWI5YTFiZWZkXkEyXkFqcGdeQXVyNTM2NTg3Nzg@._V1_UY67_CR2,0,45,67_AL_.jpg"
Pather Panchali,1955,8.2,Drama,Satyajit Ray,Kanu Bannerjee,"https://m.media-amazon.com/images/M/MV5BMmFkNDY5OTktNzY3Yy00OTFlLThhNjktOTRhMmZjZmIxYjAxXkEyXkFqcGdeQXVyNTgyNTA4MjM@._V1_UX45_CR0,0,45,67_AL_.jpg"
Sardar Udham,2021,8.2,"Biography, Crime, Drama",Shoojit Sircar,Vicky Kaushal,"https://m.media-amazon.com/images/M/MV5BZGFhNTYwZmMtNzk4Ny00MTExLThjMWUtNjYzMTEwZjEzMWQ3XkEyXkFqcGdeQXVyMTI1NDEyNTM5._V1_UY67_CR4,0,45,67_AL_.jpg"
Sarpatta Parambarai,2021,8.2,"Action, Drama, Sport",Pa. Ranjith,Arya,"https://m.media-amazon.com/images/M/MV5BYmQxNDliY2EtZWFlZS00YWM4LTkzMzAtMWZjNDFmNjkwM2JlXkEyXkFqcGdeQXVyMTEzNzg0Mjkx._V1_UX45_CR0,0,45,67_AL_.jpg"
Thalapathi,1991,8.2,"Action, Crime, Drama",Mani Ratnam,Rajinikanth,"https://m.media-amazon.com/images/M/MV5BZGE5NzVjNTEtMGUwYi00YzU0LWIyYTctNDc0ZjMxNGNhYzg5XkEyXkFqcGdeQXVyMjMwODI3NDE@._V1_UY67_CR0,0,45,67_AL_.jpg"
Thani Oruvan,2015,8.2,"Action, Crime, Thriller",Mohan Raja,Jayam Ravi,"https://m.media-amazon.com/images/M/MV5BNWFkMDA1MzEtNzRkMS00YzQxLTk1MmItMTlmY2QzMTBhOWI4XkEyXkFqcGdeQXVyMTEzNzg0Mjkx._V1_UX45_CR0,0,45,67_AL_.jpg"
Thevar Magan,1992,8.2,Drama,Bharathan,Kamal Haasan,"https://m.media-amazon.com/images/M/MV5BN2MxZjkwZjMtZjZhZS00YjRkLWI4M2YtYjQzMmFiYmU3YzBmXkEyXkFqcGdeQXVyODEzOTQwNTY@._V1_UY67_CR1,0,45,67_AL_.jpg"
Vada Chennai,2018,8.2,"Action, Crime, Drama",Vetrimaaran,Dhanush,"https://m.media-amazon.com/images/M/MV5BOWZmM2U1ODctMDkwMC00Yzc3LWExODgtZmUxZWQ0M2YxNzIzXkEyXkFqcGdeQXVyOTk3NTc2MzE@._V1_UX45_CR0,0,45,67_AL_.jpg"
Visaaranai,2015,8.2,"Crime, Drama, Thriller",Vetrimaaran,Dinesh,"https://m.media-amazon.com/images/M/MV5BNjI2Y2Q5ZGEtOGUzZS00NjY3LWE0N2UtZGQzNmFlZjFkYjA3XkEyXkFqcGdeQXVyODIwMDI1NjM@._V1_UY67_CR2,0,45,67_AL_.jpg"
#Home,2021,8.3,Drama,Rojin Thomas,Indrans,"https://m.media-amazon.com/images/M/MV5BNWU1ZmNlYTctYmY1My00ZDlmLTk3M2EtZDcxY2E1ZGU0N2YzXkEyXkFqcGdeQXVyMTI1NDAzMzM0._V1_UY67_CR4,0,45,67_AL_.jpg"
3 Idiots,2009,8.3,"Comedy, Drama",Rajkumar Hirani,Aamir Khan,"https://m.media-amazon.com/images/M/MV5BNTkyOGVjMGEtNmQzZi00NzFlLTlhOWQtODYyMDc2ZGJmYzFhXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UY67_CR1,0,45,67_AL_.jpg"
Black Friday,2004,8.3,"Action, Crime, Drama",Anurag Kashyap,Kay Kay Menon,"https://m.media-amazon.com/images/M/MV5BYWRjMDlmNGYtOGFhYy00ZWU4LTk3MzEtOTI4ZTgxN2Y5NGNkXkEyXkFqcGdeQXVyNzU3Nzk4MDQ@._V1_UX45_CR0,0,45,67_AL_.jpg"
C/o Kancharapalem,2018,8.3,Drama,Venkatesh Maha,Radha Bessy,"https://m.media-amazon.com/images/M/MV5BYjg2YWM0YzUtODViNS00OWRkLWI0YmItNDdhODUwMjVhYjQ1XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY67_CR1,0,45,67_AL_.jpg"
Dangal,2016,8.3,"Action, Biography, Drama",Nitesh Tiwari,Aamir Khan,"https://m.media-amazon.com/images/M/MV5BMTQ4MzQzMzM2Nl5BMl5BanBnXkFtZTgwMTQ1NzU3MDI@._V1_UY67_CR1,0,45,67_AL_.jpg"
Jersey,2019,8.3,"Drama, Sport",Gowtam Tinnanuri,Nani,"https://m.media-amazon.com/images/M/MV5BY2ZjZTY1MTUtY2NkOS00Zjc0LWIyMjktNzIwNDQ4Mzk0MzFiXkEyXkFqcGdeQXVyMTQ3Mzk2MDg4._V1_UY67_CR3,0,45,67_AL_.jpg"
K.G.F: Chapter 2,2022,8.3,"Action, Crime, Drama",Prashanth Neel,Yash,"https://m.media-amazon.com/images/M/MV5BMjMwMDgyOGQtMWZjNC00MDUwLTllZDYtZWM3NDBmN2YzNGZmXkEyXkFqcGdeQXVyMTQzNjkzMzEw._V1_UY67_CR0,0,45,67_AL_.jpg"
Kireedam,1989,8.3,"Action, Drama",Sibi Malayil,Mohanlal,"https://m.media-amazon.com/images/M/MV5BY2U2YmVjMmUtZjFhNS00YTBhLWFmOGYtYWRiYjBmZDkwMTU1XkEyXkFqcGdeQXVyMTEzNzg0Mjkx._V1_UX45_CR0,0,45,67_AL_.jpg"
Kumbalangi Nights,2019,8.3,"Comedy, Drama, Romance",Madhu C. Narayanan,Shane Nigam,"https://m.media-amazon.com/images/M/MV5BYjYyZTNkZGYtZGJjZC00NmM2LThjNjMtMjYxYTI0NTg1NzViXkEyXkFqcGdeQXVyMzQ5Njc3NzU@._V1_UY67_CR0,0,45,67_AL_.jpg"
Manichitrathazhu,1993,8.3,"Comedy, Horror, Music",Fazil,Shobana,"https://m.media-amazon.com/images/M/MV5BZjQxMmE4NDMtZGVkYi00YmQyLThiNTMtOTVmNDEyZWQ2MzUwXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_UX45_CR0,0,45,67_AL_.jpg"
Soorarai Pottru,2020,8.3,Drama,Sudha Kongara,Suriya,"https://m.media-amazon.com/images/M/MV5BOGVjYmM0ZWEtNTFjNi00MWZjLTk3OTItMmFjMDAzZWU1ZDVjXkEyXkFqcGdeQXVyMTI2Mzk1ODg0._V1_UX45_CR0,0,45,67_AL_.jpg"
Taare Zameen Par,2007,8.3,"Drama, Family",Aamir Khan,Darsheel Safary,"https://m.media-amazon.com/images/M/MV5BMDhjZWViN2MtNzgxOS00NmI4LThiZDQtZDI3MzM4MDE4NTc0XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY67_CR1,0,45,67_AL_.jpg"
Anbe Sivam,2003,8.4,"Adventure, Comedy, Drama",Sundar C.,Kamal Haasan,"https://m.media-amazon.com/images/M/MV5BMjQwZWQwYjItNTIzNy00NmE5LWE1NjctZDE5MzgyMzY5YjljXkEyXkFqcGdeQXVyOTA0NTIzNzU@._V1_UY67_CR0,0,45,67_AL_.jpg"
Apur Sansar,1959,8.4,Drama,Satyajit Ray,Soumitra Chatterjee,"https://m.media-amazon.com/images/M/MV5BN2ZhM2NkZDUtMTI3OC00NWE5LWEwYzMtZTlhMjhkZGFlMjQyXkEyXkFqcGdeQXVyNTgyNTA4MjM@._V1_UX45_CR0,0,45,67_AL_.jpg"
Golmaal,1979,8.4,"Comedy, Romance",Hrishikesh Mukherjee,Amol Palekar,"https://m.media-amazon.com/images/M/MV5BMjA4OTczODgxNF5BMl5BanBnXkFtZTgwMDAzMTU2NDE@._V1_UY67_CR2,0,45,67_AL_.jpg"
Jai Bhim,2021,8.4,"Crime, Drama, Mystery",T.J. Gnanavel,Suriya,"https://m.media-amazon.com/images/M/MV5BMGEzN2VkMmUtMGM1Zi00Y2U1LTlkMDktMTlhMTdmYzZmZDlhXkEyXkFqcGdeQXVyODEyNjEwMDk@._V1_UX45_CR0,0,45,67_AL_.jpg"
Nayakan,1987,8.4,"Crime, Drama",Mani Ratnam,Kamal Haasan,"https://m.media-amazon.com/images/M/MV5BZmFiYjJkNTEtZDdlMi00YTA5LTk1YTYtMDgxM2M2MTRmNGFhXkEyXkFqcGdeQXVyNjc5Mjg4Nzc@._V1_UX45_CR0,0,45,67_AL_.jpg"
Pariyerum Perumal,2018,8.4,Drama,Mari Selvaraj,Kathir,"https://m.media-amazon.com/images/M/MV5BNDNiZmU1Y2YtYzljMy00YWFhLWIxZjUtZTUxNGUyYmI5OTgzXkEyXkFqcGdeQXVyOTk3NTc2MzE@._V1_UX45_CR0,0,45,67_AL_.jpg"
